URL,STATE,CATEGORY,Name of venue/attraction,Location,PHONE,WEBSITE,EMAIL,M1,M2,HS,H1,V1,OTHERINO,IMG_URL
http://www.australiaforall.com/NSW CENTRAL COAST Bed and Breakfast.html,NSW,NSW CENTRAL COAST Bed and Breakfast,KANGAROO VALLEY,Big Bell Farm,(02) 4465 1628 or mobile 0402 420 480,www.bigbellfarm.com.au,,YES,NO,NO,NO,NO,"One cabin has wheelchair access with a ramp from the carport to the verandah, larger wet room and grab rails for extra safety. The kitchen is fully equipped with  gas  stove,  microwave,  hot and   cold  water,  fridge  and   TV/VCR.     Some   guests   using wheelchairs  might  find  that  the grabrail configuration  in  the shower area suits their requirements.      Phone: (02) 4465 1628 or mobile 0402 420 480 website: www.bigbellfarm.com.au",http://www.australiaforall.com/Images/NSW/Big Bell Farm GIFF.gif
http://www.australiaforall.com/NSW CENTRAL COAST Holiday Parks.html,NSW,NSW CENTRAL COAST Holiday Parks,KIAMA,Grand Mercure Kiama Blue,+61 (2) 42307500,www.accorhotels.com.au/6728,reservations@kiamablue.com.au,YES,YES,NO,NO,NO,"Grand Mercure Kiama Blue overlooks beautiful Kiama Harbour & Pacific Ocean.  Ideal for a weekend getaway, the resort is within a short walking distance to the famous Blowhole, historic terrace shops and beach. The accommodation ranges from standard rooms through to deluxe rooms & self-contained apartments, including 4 for people with disabilities, all featuring ensuite bathrooms, mini bar & tea/coffee making facilities.   Phone: +61 (2) 42307500 email: reservations@kiamablue.com.au website: http://www.accorhotels.com.au/6728",http://www.australiaforall.com/Images/NSW/Mercure Kiama GIFF.gif
http://www.australiaforall.com/NSW CENTRAL COAST Venues.html,NSW,NSW CENTRAL COAST Venues,Abercrombie Karst Conservation Reserve,Abercrombie Karst Conservation Reserve,,www.nationalparks.nsw.gov.au/parks.nsf/ParkContent/N0350?Opendocument&ParkKey=N0350&Type=xo,,YES,YES,NO,NO,NO,Karst conservation  reserves  are  outstanding  cave  areas  that offer  unique  experiences  with   their  spectacular   beauty  and stunning  surroundings.    There   is  wheelchair  access  to  the spectacular  Arch   Cave  and   is   park   accessed   as  MEDIUM difficulty.  There  are  wheelchair  accessible  shower  and  toilet facilities available with access assessed as EASY.   Click on the above link to see the criteria information. website:  www. nationalparks.nsw.gov.au/parks ,http://www.australiaforall.com/Images/NSW/Archway cave (185 x 145).jpg
http://www.australiaforall.com/NSW CENTRAL COAST Venues.html,NSW,NSW CENTRAL COAST Venues,Booderee National Park & Botanic Gardens,Booderee National Park & Botanic Gardens,,www.nationalparks.nsw.gov.au/parks,,YES,YES,NO,NO,NO,"Booderee National Park & Botanic Gardens CRITERIA     Booderee National Park and Booderee Botanic Gardens are the names chosen by the Wreck Bay Aboriginal Community for  the former Commonwealth Jervis Bay National Park and Jervis Bay Botanic   Gardens.    Booderee    National    Park    and    Botanic Gardens offer a broad range of recreational opportunities within a magnificent natural setting.  The  Park  is  approximately  three hours drive  from  Sydney  or  Canberra,  located  on  the  South Coast of New South Wales between Nowra and Ulladulla. website:  www.nationalparks.nsw.gov.au/parks",http://www.australiaforall.com/Images/NSW/map_inset_NewSouthWalesJervisBayNP.gif
http://www.australiaforall.com/NSW CENTRAL COAST Venues.html,NSW,NSW CENTRAL COAST Venues,MINNIMURRA,MINNIMURRA,(02) 4236 0469,www.nationalparks.nsw.gov.au/Budderoo-National-Park/Minnamurra-Rainforest-Centre-and-Lyrebird-Cafe/tourist-information,,YES,YES,NO,NO,NO,"MINNIMURRA Minnamurra Rainforest Centre 345 Minamurra Falls Road, Minamurra CRITERIA     The name Minnamurra means plenty of fish in the local Aboriginal dialect.   The Minnamurra Rainforest Centre is located just 15 km west of Kiama on the NSW South Coast. The centre is located in a rare rainforest remnant which is representative of the once extensive rainforests of the Illawarra region.  The sandstone canyon enables visitors to experience the various types of rainforest and examine the diversity of ferns species. The centre also provides a cafe for light meals, snacks and refreshments, and a barbecue/picnic area.   In a wheelchair one can wander the network of elevated walkways through the rare remnant rainforest that once reached throughout the Illawarra.  The whole area is wheelchair accessible.  Designated  parking is available as are wheelchair accessible toilets. Phone: (02) 4236 0469 website: www.nationalparks.nsw.gov.au/",http://www.australiaforall.com/Images/NSW/Minnamurra Rainforest Centre GIFF.gif
http://www.australiaforall.com/NSW CENTRAL COAST Restaurants.html,NSW,NSW CENTRAL COAST Restaurants,Flint In The Vines,"34 Isabel Drive, Murrumbateman NSW 2582",02 6227 5144,www.flintinthevines.net.au/,vines@flintinthevines.net.au,YES,YES,NO,NO,NO,"The restaurant is ideally situated on the picturesque and historic property, Ollyville, at Shaw Vineyard Estate in Murrumbateman just outside of Canberra, with a smart yet informal ambiance overlooking the vineyard.  It's reminiscent of the great vineyard restaurants from the country regions of France and Italy. Flint is a great excuse for a short getaway to get out of the city or just enjoy the Canberra Wine Region in a relaxed way. A stepless entray makes this restaurant wheelchair accessible.  There is a wheelchair accessible toilet within the restaurant area. Phone: 02 6227 5144 e-mail: vines@flintinthevines.net.au  website: http://www.flintinthevines.net.au/",http://www.australiaforall.com/Images/NSW/Flint In The Vines  GIFF.gif
http://www.australiaforall.com/NSW CENTRAL COAST Restaurants.html,NSW,NSW CENTRAL COAST Restaurants,Crisp Lane Cafe,"5 Crisps Lane, Via Murrumbateman Road",,www.yassvalleywines.com.au/,yasswine@cyberone.com.au,YES,YES,NO,NO,NO,"Crisps Lane Cafe is located at Yass Valley Wines at Murrumbateman. The Cafe is beautifully situated overlooking both the Yass Valley Wines vineyard and the pastures and vines of their neighbours in the valley. From the north facing verandah or the full length windows in the cafe guests enjoy both the country hospitality and the delightful country views. The Crisps Lane Cafe is wheelchair accessible, having a step-less entry.  If required there is a wheelchair accessible toilet. e-mail: yasswine@cyberone.com.au website: www.yassvalleywines.com.au/",http://www.australiaforall.com/Images/NSW/Crisp Lane Cafe GIFF.gif
http://www.australiaforall.com/NSW SOUTHERN AREAS Hotel.html,NSW,NSW SOUTHERN AREAS Hotel,NAROOMA,Amooran Serviced Apartments and Motel,(02) 4476 2198,www.amooran.com.au,info@amooran.com.au,YES,YES,NO,NO,NO,"Amooran Court has two rooms equipped for use by people with disabilities. Although not  fully  compliant  with  current   access standards, room 12  caters for people meeting M1 or M2 criteria, room 29  caters  for  people.     Narooma  graces  the entrance to the  scenic  Wagonga  Inlet  on  the  NSW  far  south coast.  Address: 30 Montague Street.   Phone: (02) 4476 2198 e-mail: info@amooran.com.au website: www.amooran.com.au",http://www.australiaforall.com/Images/NSW/Amooran Court GIFF.gif
http://www.australiaforall.com/NSW SOUTHERN AREAS Bed and Breakfast.html,NSW,NSW SOUTHERN AREAS Bed and Breakfast,BEMBOKA,"Giba Gunyah Country Cottages, Polacks Flat Rd.",(02) 6492 8404,www.gibagunyah.com.au,,YES,YES,YES,NO,NO,"The Pine cottage is  a  mellow  timber  lined  hexagon,  purpose built for wheelchair access. It has a  large kitchen  &  living area, spacious bathroom, two bedrooms and a light airy living space. Pine Cottage is also heated by a log fire.   The  cottage enjoys a northerly    aspect,     with   views   to   the   bush    clad    ridges surrounding Bemboka Peak   Phone: (02) 6492 8404 website: www.gibagunyah.com.au",http://www.australiaforall.com/Images/NSW/Old Mogo Town GIFF.gif
http://www.australiaforall.com/NSW SOUTHERN AREAS Holiday Parks.html,NSW,NSW SOUTHERN AREAS Holiday Parks,,,,www.canberra.park.hyatt.com>,,NO,NO,NO,NO,NO,   Phone: website:,http://www.australiaforall.com/
http://www.australiaforall.com/NSW SOUTHERN AREAS  Venues.html,NSW,NSW SOUTHERN AREAS  Venues,JINDABYNE,"Snowy Region Visitor Centre, Kosciuszko Road",,www.environment.nsw.gov.au/NationalParks/,srvc@environment.nsw.gov.au,YES,YES,NO,NO,NO,,http://www.australiaforall.com/Images/NSW/Snowy-Region-Visitor-Centre GIFF.gif
http://www.australiaforall.com/NSW SOUTHERN AREAS Restaurants.html,NSW,NSW SOUTHERN AREAS Restaurants,Shepherds Run Restaurant & Winery,"344 Norton Rd, Wamboin",,www.shepherdsrun.com.au/restaurant/our-menus/,,YES,YES,NO,NO,NO,"Shepherds Run Restaurant offers a range of modern and traditional dishes from Australia and overseas. Our menus feature the best in local produce with seasonal highlights and weekly specials. The menu features the best in local produce with seasonal highlights and weekly specials.  The Shepherds Run Restaurant & Winery is fully wheelchair accessible with a step-less entry and a wheelchair accessible toilet if required.  The restaurant also caters for people with allergies and intolerances such as gluten, lactose/dairy, etc. Just let us know which intolerance or allergy you have and your sensitivity when you book. website: http://www.shepherdsrun.com.au",http://www.australiaforall.com/Images/ACT/Shepherds Run Restaurant  GIFF.gif
http://www.australiaforall.com/NSW SOUTHERN AREAS Restaurants.html,NSW,NSW SOUTHERN AREAS Restaurants,Grandma's at the Farm,5796 Federal HWY near Collector Village,02  4848 0240,www.grandmasbakery.com.au,dana@grandmasbakery.com.au,YES,YES,NO,NO,NO,"Grandma™s At The Farm is a home-styled cooking and baking concept; bringing together flavours and loved recipes from real Grandma´s & Grandpa´s from all over the world. The bakery, caf©, kitchen & pantry are situated at Fedra Olive Grove on the Federal Highway, Collector, just 40 minutes drive from Canberra, ACT.  Grandma™s has a stepless entry and a wheelchair accessible toilet if required. Phone: 02  4848 0240 e-mail: dana@grandmasbakery.com.au website: http://www.grandmasbakery.com.au",http://www.australiaforall.com/Images/NSW/Grandma
http://www.australiaforall.com/NSW SOUTHERN AREAS Tours.html,NSW,NSW SOUTHERN AREAS Tours,,,,www.sydneyoperahouse.com/sections/about_the_house/transport_access/>,bill@travability.info,YES,YES,NO,NO,NO,    Phone:  e-mail:: website:,http://www.australiaforall.com/Images/M2 Final.jpg
http://www.australiaforall.com/NSW NORTHERN AREAS Hotel.html,NSW,NSW NORTHERN AREAS Hotel,LENNOX HEAD Holiday Apartments 20,21 Pacific Highway,(02) 6687 5900,www.lennoxholidayapartments.com,,YES,YES,NO,NO,NO, Welcome to Lennox Point Holiday Apartments on the beachfront at Lennox Head in Northern NSW.   We have one suite for people with disabilities with a carer room available if required.     Phone: (02) 6687 5900 website: www.lennoxholidayapartments.com,http://www.australiaforall.com/Images/NSW/Lennox Head Apartments.gif
http://www.australiaforall.com/NSW NORTHERN AREAS Hotel.html,NSW,NSW NORTHERN AREAS Hotel,LOVEDALE (Hunter Valley),Crowne Plaza 430 Wine Country Dr,+61 02 4991 0900 or 1800 899 960,www.crowneplaza.com.au/huntervalley,,YES,YES,NO,YES,NO,"Crowne Plaza Hunter Valley, epitomises the best of hospitality and deluxe accommodation. 2 hours drive north of Sydney, the hotel is ideally located on Wine Country Drive with easy access to wineries and attractions.  Accommodation with facilities for people with disabilities is available.   Phone: +61 02 4991 0900 or 1800 899 960 website: www.crowneplaza.com.au/huntervalley",http://www.australiaforall.com/Images/NSW/Crown Plaza Hunter Valley GIFF.gif
http://www.australiaforall.com/NSW NORTHERN AREAS Hotel.html,NSW,NSW NORTHERN AREAS Hotel,PORT MACQUARIE,"Quality Inn & Suites 15, Mort Street",(02) 6583 3266,www.qualityportmac.com.au,,YES,YES,NO,NO,NO," All  rooms  have  kitchenettes  plus  DVD  players,  wide  screen LCDs  and  Plasmas.  The  accommodation  suitable  for people with   disabilities   has   a    toilet   and   shower   equipped   with grabrails.   There is  also  and  adjacent room with a connecting door suitable for use by a carer if required.  Parking is available  right outside the door.   Phone: (02) 6583 3266 website: www.qualityportmac.com.au",http://www.australiaforall.com/Images/NSW/Quality Inn Port Macquarie GIFF.gif
http://www.australiaforall.com/NSW NORTHERN AREAS Hotel.html,NSW,NSW NORTHERN AREAS Hotel,NEWCASTLE,Hotel Ibis Newcastle 700 Hunter Street,+61 (0) 2 49252266,www.accorhotels.com.au/3236,H3236-re01@accor.com,YES,YES,NO,NO,NO,"Hotel Ibis Newcastle is in the heart of the city, within easy walking distance of the Regional Museum, Art Gallery and Civic Theatre. Guests also have easy access to the many boutiques, restaurants, nightclubs and the popular Queen™s Wharf and Honeysuckle foreshore precinct. The hotel has 98 rooms, including 4 for guests with disabilities, a restaurant, bar, internet access and is winner of a 2005 Tourism NSW award for excellence in accommodation.   Phone: +61 (0) 2 49252266 e-mail: H3236-re01@accor.com website: http://www.accorhotels.com.au/3236",http://www.australiaforall.com/Images/NSW/Hotel Ibis Newcastle GIFF.gif
http://www.australiaforall.com/NSW NORTHERN AREAS Hotel.html,NSW,NSW NORTHERN AREAS Hotel,"Hotel Formule 1 Dubbo, 14 Victoria Street","Hotel Formule 1 Dubbo, 14 Victoria Street",+61 02 6882 9211,www.accorhotels.com.au/3496,F5877-RE@accor.com.au,YES,YES,NO,NO,NO,"The Hotel Formule 1 Dubbo is located adjacent to Hungry Jacks and located on the corner of the Newell & Mitchell Highways, within walking distance to Bus, Coach & Airport Terminals.  The Western Plains Zoo and Parklands are within a 5 minute Drive of the Hotel., shopping centres and Dubbo Central Business District.  There are 66 rooms including 3 for guests with disabilities.  Please note: Current Photo ID must be presented on arrival. Phone: +61 02 6882 9211  e-mail: F5851-RE@accor.com.au website: http://www.accorhotels.com.au/3496",http://www.australiaforall.com/Images/NSW/Formule 1  Dubbo GIFF.gif
http://www.australiaforall.com/NSW NORTHERN AREAS Motel.html,NSW,NSW NORTHERN AREAS Motel,DUBBO,111 Whylandra Street,,www.canberra.park.hyatt.com>,contact@akunamotorinn.com.au,YES,NO,NO,NO,NO,The Akuna is situated on the Newell Hwy and close to some of Dubbo's most famous tourist attractions.  It has one twin room with facilities for people with disabilities (2 single beds + disabled facilities).  Phone: (02) 6885 4422 e-mail: contact@akunamotorinn.com.au website: www.akunamotorinn.com.au,http://www.australiaforall.com/Images/M1 (39 x 39).jpg
http://www.australiaforall.com/NSW NORTHERN AREAS Motel.html,NSW,NSW NORTHERN AREAS Motel,MACKSVILLE,"Mandarin Motel 24, Princess Street",(02) 6568 2222,www.mandarinmotel.com.au,,YES,YES,NO,NO,NO,"This is a new motel with rooms equipped for guests with disabilities.  It is located just 100 metres off the Pacific Highway and only a short distance from a licensed Club, Cafes and Restaurants. Each room also has Austar satellite, free to air television and broadband internet access.   Phone: (02) 6568 2222 website: www.mandarinmotel.com.au",http://www.australiaforall.com/Images/NSW/Mandarin GIFF.gif
